"MATERIAL","INSTALLED","NOM_DIA_MM","LENGTH","condition_overall_score","condition_overall_score_label","condition_CCTV_score","condition_CCTV_date","condition_CCTV_source","condition_CCTV_app_availability","condition_instability_score","condition_corrosivity_score","condition_age_score","condition_confidence_scenario","criticality_overall_score","criticality_overall_score_label","criticality_operational_score","criticality_pipe_type_score","criticality_people_impacts_score","criticality_people_impacts_dataset_s_","criticality_environmental_impacts_score","criticality_environmental_impacts_dataset_s_","criticality_infiltration_score","criticality_impact_of_failure_score","criticality_flow_ratio","criticality_confidence_scenario","Risk-score"
"CONC",1959,525,91.51,2.58,"3","2","2016","te puna wai","no",3,3,3,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30417387884189,2,1,2,1,NA,1,"Aquifer - Mt Wellington Volcanic Aquifer",5,0.705,0.0108166541727126,"Modelled Flow Data Used & Depth Available",9
"CONC",1965,525,97.91,2.17,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",3,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30416695354501,2,1,2,1,NA,1,"Aquifer - Onehunga Volcanic Aquifer",5,0.705,0.0108391754633755,"Modelled Flow Data Used & Depth Available",5
"CONC",2005,1050,230.26,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30414624808576,2,1,4,1,NA,1,NA,1.5,0.71,0.0344563552833078,"Modelled Flow Data Used & Depth Available",5
"PE",2002,800,159.35,1.44,"1","1","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30414624808576,2,1,4,1,NA,1,NA,1.5,0.71,0.0344563552833078,"Modelled Flow Data Used & Depth Available",2
"CONC",1959,525,91.61,2.58,"3","2","2016","te puna wai","no",3,3,3,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30411748713873,2,1,2,1,NA,1,"Aquifer - Mt Wellington Volcanic Aquifer",5,0.705,0.0110000418252541,"Modelled Flow Data Used & Depth Available",9
"CONC",1959,525,91.55,2.58,"3","2","2016","te puna wai","no",3,3,3,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30410957251373,2,1,2,1,NA,1,"Aquifer - Mt Wellington Volcanic Aquifer",5,0.705,0.0110257804431547,"Modelled Flow Data Used & Depth Available",9
"CONC",1959,525,93.33,2.58,"3","2","2016","te puna wai","no",3,3,3,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30409176460747,2,1,2,1,NA,1,"Aquifer - Mt Wellington Volcanic Aquifer",5,0.705,0.0110836923334309,"Modelled Flow Data Used & Depth Available",9
"CONC",1986,525,50.69,1.54,"2","1","2010","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30408286065434,2,1,2,1,NA,1,NA,5,0.705,0.0111126482785691,"Modelled Flow Data Used & Depth Available",5
"CONC",1986,525,39.74,1.54,"2","1","2010","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30408187132621,2,1,2,1,NA,1,NA,5,0.705,0.0111158656058066,"Modelled Flow Data Used & Depth Available",5
"CONC",1986,450,121.43,1.18,"1","1","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,"CCTV Available (20-30 Years Old) & Soil Type Available",2.30407791401371,2,1,2,1,NA,1,NA,5,0.705,0.0111287349147569,"Modelled Flow Data Used & Depth Available",2
"CONC",1965,525,90.76,2.17,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",3,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30397205590428,2,1,2,1,NA,1,"Aquifer - Onehunga Volcanic Aquifer",5,0.705,0.011472988929177,"Modelled Flow Data Used & Depth Available",5
"CONC",2005,1050,367.93,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30390505359878,2,1,4,1,NA,1,NA,1.5,0.71,0.0352220520673813,"Modelled Flow Data Used & Depth Available",5
"CONC",1976,450,87.44,2,"2","2","2016","te puna wai","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30386718712297,2,1,2,1,NA,1,NA,5,0.705,0.0118140256163595,"Modelled Flow Data Used & Depth Available",5
"CONC",1965,525,86.14,2.17,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",3,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30375440371666,2,1,2,1,NA,1,"Aquifer - Onehunga Volcanic Aquifer",5,0.705,0.0121808009214425,"Modelled Flow Data Used & Depth Available",5
"CONC",1998,525,26.16,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.3036089724822,2,1,2,1,NA,1,NA,5,0.705,0.0126537480253654,"Modelled Flow Data Used & Depth Available",2
"CONC",1998,525,119.84,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.30360798315408,2,1,2,1,NA,1,NA,5,0.705,0.012656965352603,"Modelled Flow Data Used & Depth Available",2
"CONC",1998,525,70.72,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.30360699382595,2,1,2,1,NA,1,NA,5,0.705,0.0126601826798405,"Modelled Flow Data Used & Depth Available",2
"CONC",1998,525,163.85,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.30358423927906,2,1,2,1,NA,1,NA,5,0.705,0.0127341812063047,"Modelled Flow Data Used & Depth Available",2
"CONC",1976,450,55.88,1.51,"2","1","2011","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30358028196656,2,1,2,1,NA,1,NA,5,0.705,0.012747050515255,"Modelled Flow Data Used & Depth Available",5
"CONC",1992,525,17.2,2,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",3,3,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.3035664313728,2,1,2,1,NA,1,"Aquifer - Onehunga Volcanic Aquifer",5,0.705,0.012792093096581,"Modelled Flow Data Used & Depth Available",5
"CONC",1998,525,93.4,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.30355258077904,2,1,2,1,NA,1,NA,5,0.705,0.0128371356779069,"Modelled Flow Data Used & Depth Available",2
"CONC",1992,525,63.26,2,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",3,3,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30352685824778,2,1,2,1,NA,1,"Aquifer - Mt Wellington Volcanic Aquifer",5,0.705,0.0129207861860838,"Modelled Flow Data Used & Depth Available",5
"CONC",2015,525,21.46,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30349732006126,2,1,2,1,NA,1,NA,5,0.705,0.0130168453292496,"Modelled Flow Data Used & Depth Available",5
"CONC",2007,525,186.36,1.76,"2","None","None","None","no",5,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.30345562662274,2,1,2,1,NA,1,NA,5,0.705,0.0131524337471889,"Modelled Flow Data Used & Depth Available",5
"CONC",1965,525,88.5,2.17,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",3,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.3033923096227,2,1,2,1,NA,1,"Aquifer - Mt Wellington Volcanic Aquifer",5,0.705,0.0133583426903934,"Modelled Flow Data Used & Depth Available",5
"CONC",2007,525,179.9,4,"4","4","2008","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.3033804376852,2,1,2,1,NA,1,NA,5,0.705,0.0133969506172442,"Modelled Flow Data Used & Depth Available",15
"CONC",2007,525,80.43,1.54,"2","1","2008","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.3033804376852,2,1,2,1,NA,1,NA,5,0.705,0.0133969506172442,"Modelled Flow Data Used & Depth Available",5
"CONC",1989,450,50.01,3,"3","3","2002","te puna wai","no",1,1,1,"CCTV Available (20-30 Years Old) & Soil Type Available",2.30337944835707,2,1,2,1,NA,1,"Significant Ecological Area - SEA_T_5539",5,0.705,0.0134001679444818,"Modelled Flow Data Used & Depth Available",9
"CONC",2007,525,127.05,1.54,"2","1","2008","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30326765427888,2,1,2,1,NA,1,NA,5,0.705,0.0137637259223273,"Modelled Flow Data Used & Depth Available",5
"CONC",2007,525,174.15,1.54,"2","1","2008","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30319147601322,2,1,2,1,NA,1,NA,5,0.705,0.0140114601196202,"Modelled Flow Data Used & Depth Available",5
"CONC",2007,525,81.52,1.54,"2","1","2008","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30319147601322,2,1,2,1,NA,1,NA,5,0.705,0.0140114601196202,"Modelled Flow Data Used & Depth Available",5
"CONC",2007,525,57.88,1.54,"2","1","2008","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30313805229444,2,1,2,1,NA,1,NA,5,0.705,0.014185195790449,"Modelled Flow Data Used & Depth Available",5
"CONC",1965,525,80.7,2.17,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",3,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30313013766943,2,1,2,1,NA,1,"Aquifer - Mt Wellington Volcanic Aquifer",5,0.705,0.0142109344083496,"Modelled Flow Data Used & Depth Available",5
"CONC",1966,450,84.24,3,"3","3","2011","CCTV Footage Review Log South_Latest.xls","no",5,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30312222304443,2,1,2,1,NA,1,NA,5,0.705,0.0142366730262502,"Modelled Flow Data Used & Depth Available",9
"CONC",1966,450,84.08,3,"3","3","2011","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30312222304443,2,1,2,1,NA,1,NA,5,0.705,0.0142366730262502,"Modelled Flow Data Used & Depth Available",9
"CONC",1966,450,97.07,3,"3","3","2011","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.3031212337163,2,1,2,1,NA,1,NA,5,0.705,0.0142398903534877,"Modelled Flow Data Used & Depth Available",9
"CONC",1966,450,12.22,4,"4","4","2011","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.3031212337163,2,1,2,1,NA,1,NA,5,0.705,0.0142398903534877,"Modelled Flow Data Used & Depth Available",15
"CONC",1989,450,31.53,3,"3","3","2002","te puna wai","no",5,1,1,"CCTV Available (20-30 Years Old) & Soil Type Available",2.3031172764038,2,1,2,1,NA,1,NA,5,0.705,0.014252759662438,"Modelled Flow Data Used & Depth Available",9
"CONC",2007,525,73.37,3,"3","3","2007","te puna wai","no",5,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30310441513817,2,1,2,1,NA,1,NA,5,0.705,0.0142945849165264,"Modelled Flow Data Used & Depth Available",9
"CONC",2007,525,65.42,3,"3","3","2007","te puna wai","no",5,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30310441513817,2,1,2,1,NA,1,NA,5,0.705,0.0142945849165264,"Modelled Flow Data Used & Depth Available",9
"CONC",2007,525,56.37,3,"3","3","2007","te puna wai","no",5,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30310441513817,2,1,2,1,NA,1,NA,5,0.705,0.0142945849165264,"Modelled Flow Data Used & Depth Available",9
"CONC",2007,525,35.67,3,"3","3","2007","te puna wai","no",5,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30310441513817,2,1,2,1,NA,1,NA,5,0.705,0.0142945849165264,"Modelled Flow Data Used & Depth Available",9
"CONC",1986,525,106.81,1.15,"1","1","2010","te puna wai","no",1,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30291050682556,2,1,2,1,NA,1,NA,5,0.705,0.0149251810550903,"Modelled Flow Data Used & Depth Available",2
"CONC",1986,525,18.31,1.15,"1","1","2010","te puna wai","no",1,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30291050682556,2,1,2,1,NA,1,NA,5,0.705,0.0149251810550903,"Modelled Flow Data Used & Depth Available",2
"CONC",1986,525,132.54,1.15,"1","1","2010","te puna wai","no",1,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30290951749743,2,1,2,1,NA,1,NA,5,0.705,0.0149283983823279,"Modelled Flow Data Used & Depth Available",2
"CONC",1986,525,86.41,1.54,"2","1","2010","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30290753884118,2,1,2,1,NA,1,NA,5,0.705,0.014934833036803,"Modelled Flow Data Used & Depth Available",5
"CONC",1962,450,96.61,3,"3","3","2004","te puna wai","no",1,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30287192302866,2,1,2,1,NA,1,NA,5,0.705,0.0150506568173556,"Modelled Flow Data Used & Depth Available",9
"CONC",1962,450,78.26,3,"3","3","2004","te puna wai","no",1,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30287192302866,2,1,2,1,NA,1,NA,5,0.705,0.0150506568173556,"Modelled Flow Data Used & Depth Available",9
"CONC",1962,450,70.15,3,"3","3","2004","te puna wai","no",1,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30287192302866,2,1,2,1,NA,1,NA,5,0.705,0.0150506568173556,"Modelled Flow Data Used & Depth Available",9
"CONC",1976,450,28.05,1.51,"2","1","2011","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30283234990364,2,1,2,1,NA,1,NA,5,0.705,0.0151793499068584,"Modelled Flow Data Used & Depth Available",5
"CONC",1962,525,61.62,3.27,"3","3","2004","te puna wai","no",5,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30281750998176,2,1,2,1,NA,1,NA,5,0.705,0.0152276098154219,"Modelled Flow Data Used & Depth Available",9
"CONC",1962,525,59.93,3.27,"3","3","2004","te puna wai","no",5,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30281750998176,2,1,2,1,NA,1,NA,5,0.705,0.0152276098154219,"Modelled Flow Data Used & Depth Available",9
"CONC",1962,450,19.38,3,"3","3","2004","te puna wai","no",1,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30281750998176,2,1,2,1,NA,1,NA,5,0.705,0.0152276098154219,"Modelled Flow Data Used & Depth Available",9
"CONC",1976,525,74.25,2,"2","2","2016","te puna wai","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30267108941918,2,1,2,1,NA,1,NA,5,0.705,0.0157037742465824,"Modelled Flow Data Used & Depth Available",5
"CONC",1965,525,78.44,2.17,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",3,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30257116727849,2,1,2,1,NA,1,"Aquifer - Mt Wellington Volcanic Aquifer",5,0.705,0.016028724297577,"Modelled Flow Data Used & Depth Available",5
"CONC",1976,525,11.23,2,"2","2","2016","te puna wai","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30252961549722,2,1,2,1,NA,1,NA,5,0.705,0.016163852041555,"Modelled Flow Data Used & Depth Available",5
"CONC",1976,525,50.09,2,"2","2","2016","te puna wai","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30251378624721,2,1,2,1,NA,1,NA,5,0.705,0.0162153292773561,"Modelled Flow Data Used & Depth Available",5
"CONC",1962,525,91.22,2.45,"2","2","2010","te puna wai","no",1,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30243167201279,2,1,2,1,NA,1,NA,5,0.705,0.0164823674380745,"Modelled Flow Data Used & Depth Available",5
"CONC",1962,525,79.75,2.16,"2","1","2010","te puna wai","no",1,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.30243167201279,2,1,2,1,NA,1,NA,5,0.705,0.0164823674380745,"Modelled Flow Data Used & Depth Available",5
"CONC",1965,490,154.13,3,"3","3","2016","te puna wai","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30208460949464,2,1,2,1,"Safe Swim Beach",1,"Ocean Intercept, Significant Ecological Area - SEA-M2-60a",5,0.705,0.0176110260336907,"Modelled Flow Data Used & Depth Available",9
"CONC",1983,900,66.37,2,"2","2","2003","te puna wai","yes",1,1,2,"CCTV Available (20-30 Years Old) & Soil Type Available",2.30206402802935,2,2,4,1,NA,1,NA,1,0.69,0.036696834471731,"Modelled Flow Data Used & Depth Available",5
"CONC",2015,525,146.82,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30114280245023,2,1,2,1,NA,1,NA,5,0.705,0.0206738131699847,"Modelled Flow Data Used & Depth Available",5
"CONC",2015,525,107.28,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30114280245023,2,1,2,1,NA,1,NA,5,0.705,0.0206738131699847,"Modelled Flow Data Used & Depth Available",5
"CONC",2015,525,78.98,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30114280245023,2,1,2,1,NA,1,NA,5,0.705,0.0206738131699847,"Modelled Flow Data Used & Depth Available",5
"CONC",2015,525,50.05,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30114280245023,2,1,2,1,NA,1,NA,5,0.705,0.0206738131699847,"Modelled Flow Data Used & Depth Available",5
"CONC",2015,525,11.78,2,"2","2","2016","te puna wai","no",1,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30114280245023,2,1,2,1,NA,1,NA,5,0.705,0.0206738131699847,"Modelled Flow Data Used & Depth Available",5
"CONC",1964,1050,246.55,3,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.30051261674876,2,2,4,1,NA,1,NA,1,0.69,0.0333604661263702,"Modelled Flow Data Used & Depth Available",9
"CONC",1965,490,95.72,4,"4","4","2016","te puna wai","no",3,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.2985528330781,2,1,2,1,"Safe Swim Beach",1,"Ocean Intercept, Significant Ecological Area - SEA-M2-60a",5,0.705,0.0290964777947933,"Modelled Flow Data Used & Depth Available",15
"PE",2003,560,2.2,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.29690467075038,2,1,2,1,NA,1,NA,5,0.705,0.0344563552833078,"Modelled Flow Data Used & Depth Available",2
"CONC",1914,1050,70.14,3.81,"4","3","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,"CCTV Available (0-10 Years Old) & Soil Type Available",2.28317529285721,2,1,4,1,NA,1,NA,1,0.69,0.00640248120276561,"Modelled Flow Data Used & Depth Available",15
"CONC",1914,1050,17.38,3.81,"4","3","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,"CCTV Available (0-10 Years Old) & Soil Type Available",2.28305058925348,2,1,4,1,NA,1,NA,1,0.69,0.00684003770707522,"Modelled Flow Data Used & Depth Available",15
"CONC",2009,1050,2.21,1.76,"2","None","None","CCTV app","yes",5,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.28063552833078,2,1,4,1,NA,1,NA,1,0.69,0.0153139356814701,"Modelled Flow Data Used & Depth Available",5
"CONC",2009,900,190.12,1,"1","None","None","CCTV app","yes",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.28063552833078,2,1,4,1,NA,1,NA,1,0.69,0.0153139356814701,"Modelled Flow Data Used & Depth Available",2
"CONC",2009,1050,157.74,1,"1","None","None","CCTV app","yes",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.28063552833078,2,1,4,1,NA,1,NA,1,0.69,0.0153139356814701,"Modelled Flow Data Used & Depth Available",2
"CONC",1964,1050,208.24,2,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.28040338848905,2,1,4,1,NA,1,NA,1,0.69,0.0161284614419417,"Modelled Flow Data Used & Depth Available",5
"CONC",1967,724,2.17,1.71,"2","None","None","None","no",1,1,2,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.26683575803982,2,2,3,1,NA,1,NA,1.5,0.645,0.0926493108728943,"Modelled Flow Data Used & Depth Available",5
"CONC",1965,750,22.96,3,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.26646105264513,2,3,3,1,NA,1,NA,1,0.625,0.0601608020153338,"Modelled Flow Data Used & Depth Available",9
"CONC",1965,635,7.16,1.71,"2","None","None","None","no",1,1,2,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.2664280245023,2,2,3,1,NA,1,NA,1.5,0.645,0.0918836140888208,"Modelled Flow Data Used & Depth Available",5
"CONC",1967,724,8.22,1.71,"2","None","None","None","no",1,1,2,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.25908882082695,2,2,3,1,NA,1,NA,1.5,0.645,0.0781010719754977,"Modelled Flow Data Used & Depth Available",5
"CONC",1965,490,113.72,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.25630934150077,2,3,2,1,NA,1,NA,1.5,0.58,0.0987748851454824,"Modelled Flow Data Used & Depth Available",2
"CONC",1967,724,4.71,1.71,"2","None","None","None","no",1,1,2,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.25419601837672,2,2,3,1,NA,1,NA,1.5,0.645,0.0689127105666156,"Modelled Flow Data Used & Depth Available",5
