MATERIAL,INSTALLED,NOM_DIA_MM,LENGTH,condition_overall_score,condition_overall_score_label,condition_age_score,condition_stability_score,condition_corrositivity_score,condition_pressure_score,condition_faults_per_km_score,condition_confidence_scenario,criticality_overall_score,criticality_overall_score_label,criticality_operational_score,criticality_pipe_type_score,criticality_people_impacts_score,criticality_people_impacts_dataset_s_,criticality_environment_impacts_score,criticality_environmental_impacts_dataset_s_,criticality_3rd_party_impacts_score,criticality_3rd_party_impacts_dataset_s_,criticality_impact_of_failure_score,criticality_sqrt_flow_ratio,criticality_confidence_scenario,Risk-score
CLS,2008,150,7.6,2.43,2,1,3,3,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1963,310,2.22,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,"Significant Ecological Area - SEA_T_5244, Aquifer - Mt Wellington Volcanic Aquifer, Place Of Historic Heritage - Mount Wellington/Maungarei R11_12",1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1950,760,12,2.46,2,2,5,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5588,1,NA,2.11,0.6,Diameter Used for Flow Approximation,8
MS,1994,150,5.36,2.18,2,1,3,3,4,2,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1994,390,1.77,1.69,2,1,5,1,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2012,470,281.75,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,2009,310,4.11,2.35,2,1,1,3,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1972,630,33.21,2.29,2,2,1,1,3,3,Soil Type Not Available & Modelled Pressure Not Available,3.2975,3,3,5,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,2.33,0.6,Diameter Used for Flow Approximation,8
CLS,2009,200,1.91,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1949,470,4.88,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,1973,470,74.34,2.37,2,2,5,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1980,100,2.8,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2002,470,387.42,2.47,2,1,5,1,1,4,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,2007,390,3.69,2.49,2,1,1,1,3,4,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2008,200,1.96,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2000,310,0.97,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1950,760,34.57,2.46,2,2,5,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.17,3,3,3,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5317,1,NA,1.91,0.6,Diameter Used for Flow Approximation,8
CLS,2008,760,4.48,2.01,2,1,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.17,3,3,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Diameter Used for Flow Approximation,8
CLS,1949,470,88.9,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,2006,150,4.32,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,"Aquifer - Auckland Isthmus Volcanic Aquifer, Place Of Historic Heritage - Mount Roskill/Puketapapa R11_19",1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2006,390,12.77,2,2,1,3,3,2,2,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2011,450,1.87,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1985,470,7.42,2.44,2,1,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Diameter Used for Flow Approximation,8
CLS,2006,150,3.2,2,2,1,3,3,2,2,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1977,310,4.09,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2005,390,1214.16,2,2,1,3,3,2,2,Soil Type Not Available & Modelled Pressure Available,2.7425,3,5,1,2,Public Park & Sports Area,1,NA,1,NA,1.24,0.2,Modelled Flow Data Used,8
CLS,2016,300,14.72,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,2.57,3,1,1,5,Schools & Hospitals,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.95,0.2,Diameter Used for Flow Approximation,8
CLS,1982,760,1.25,2.05,2,1,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5588,1,NA,1.56,0.6,Diameter Used for Flow Approximation,8
CLS,1990,154,3.78,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1959,100,0.71,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1983,310,267.99,1.6,2,1,5,1,1,2,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2001,200,7.96,2.39,2,1,1,1,2,4,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,8
CLS,1993,100,3.6,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1957,310,14.44,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2014,760,6.36,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.35,3,3,3,5,Schools & Hospitals,1,NA,1,NA,2.51,0.6,Diameter Used for Flow Approximation,8
CLS,1994,150,3.35,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2011,550,4.15,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1973,150,0.94,2.37,2,2,5,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1977,200,1.86,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1983,310,42.17,2.35,2,1,1,3,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2013,550,11.56,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,1992,470,37.83,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1959,100,0.75,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1986,310,0.94,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2011,200,0.82,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1996,550,28.44,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1988,470,108.68,2.39,2,1,1,1,2,4,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1974,470,3,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,2012,350,18.64,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2016,508,217.5,2.01,2,1,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,2.855,3,2,2,5,Schools & Hospitals,1,NA,1,NA,2.23,0.4,Diameter Used for Flow Approximation,8
CLS,1965,390,3.22,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1963,470,0.9,2.24,2,2,3,3,2,2,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1950,760,16.67,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5588,1,NA,2.11,0.6,Diameter Used for Flow Approximation,8
CLS,1993,200,1.17,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1960,630,1.53,2.33,2,2,3,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,NA,1,NA,1.56,0.6,Diameter Used for Flow Approximation,8
CLS,1963,470,3.02,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,"Significant Ecological Area - SEA_T_5244, Aquifer - Mt Wellington Volcanic Aquifer, Place Of Historic Heritage - Mount Wellington/Maungarei R11_12",1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,1976,200,3.83,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2013,470,2.3,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1985,470,1.26,2.44,2,1,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Diameter Used for Flow Approximation,8
CLS,1983,310,8.67,2.35,2,1,1,3,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1970,100,2.5,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Significant Ecological Area - SEA_T_4814,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1990,309,2.3,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2011,150,1.58,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1993,100,3.63,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
AC,1975,300,4.78,2.15,2,2,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1978,550,242.38,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.4325,3,5,2,2,Public Park & Sports Area,1,NA,1,NA,1.52,0.4,Modelled Flow Data Used,8
CLS,1959,200,3.67,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CI,1977,200,1.72,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1977,310,1,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1960,310,14.63,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2016,300,6.63,2.01,2,1,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,2.57,3,1,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Diameter Used for Flow Approximation,8
CLS,2009,100,2.7,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,8
CLS,2007,390,0.86,2.05,2,1,1,1,3,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1999,390,3.57,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
PVC-U,2013,630,32.29,1.79,2,1,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.35,3,3,3,5,KiwiRail,1,Aquifer - Franklin Volcanic Aquifer,1,NA,2.51,0.6,Diameter Used for Flow Approximation,8
CLS,1985,390,4.43,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.1475,3,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.2,Modelled Flow Data Used,8
MS,2007,150,3,2.39,2,1,1,1,2,4,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1994,390,1981.78,1.69,2,1,5,1,2,2,Soil Type Available & Modelled Pressure Available,2.945,3,5,1,2.5,Property Parcels,4,NZ River Lines,1,NA,1.57,0.2,Modelled Flow Data Used,8
CLS,1998,700,1.7,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.3425,3,3,5,2.5,Property Parcels,1,NA,1,NA,2.47,0.6,Diameter Used for Flow Approximation,8
CLS,2016,375,19.27,2.44,2,1,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,3.0725,3,1,4,5,Schools & Hospitals,1,NA,1,NA,2.79,0.2,Diameter Used for Flow Approximation,8
CLS,2006,390,1878.83,2,2,1,3,3,2,2,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,"Public Park & Sports Area, Property Parcels",1,Significant Ecological Area - SEA_T_6728,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2011,550,462.31,2.39,2,1,1,1,2,4,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1985,300,2.54,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.1475,3,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.2,Modelled Flow Data Used,8
CLS,2009,250,3.61,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,8
AC,1972,375,12.4,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
AC,1977,550,1303.22,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1994,150,1.37,2.3,2,1,1,1,1,4,Soil Type Available & Modelled Pressure Available,2.57,3,1,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,8
CLS,1994,390,1316.47,1.69,2,1,5,1,2,2,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,8
CLS,1972,390,2.21,2.37,2,2,5,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1978,470,21.67,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1973,470,32.74,2.37,2,2,5,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,2011,310,1.65,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1978,550,56.39,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1994,310,0.6,2.18,2,1,3,3,4,2,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
MS,1978,200,5.41,2.34,2,3,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2014,700,3.13,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.35,3,3,3,5,Schools & Hospitals,1,NA,1,NA,2.51,0.6,Diameter Used for Flow Approximation,8
CLS,1960,310,1.19,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1993,200,6.91,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CI,1994,250,6.59,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,2.96,3,5,1,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.6,0.2,Modelled Flow Data Used,8
CLS,1982,310,0.7,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1993,200,1.16,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2011,250,18.52,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2005,390,1.1,2.18,2,1,3,3,4,2,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1966,310,11.2,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.96,3,5,1,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.6,0.2,Modelled Flow Data Used,8
CLS,1971,470,1562.43,1.76,2,2,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1982,390,0.69,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2006,470,8.9,1.91,2,1,3,3,1,2,Soil Type Not Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_2164,1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,1950,760,5.85,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5588,1,NA,1.56,0.6,Diameter Used for Flow Approximation,8
CLS,2008,760,4.83,2.05,2,1,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5588,1,NA,1.56,0.6,Diameter Used for Flow Approximation,8
CI,1970,250,810.77,1.86,2,2,1,1,3,2,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,"Building Outlines, Schools & Hospitals",1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.95,0.2,Modelled Flow Data Used,8
CLS,2016,375,29.74,2.05,2,1,1,1,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.795,3,1,5,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_8340",1,NA,2.33,0.2,Diameter Used for Flow Approximation,8
CLS,1994,390,9.26,1.69,2,1,5,1,2,2,Soil Type Available & Modelled Pressure Available,2.735,3,5,1,1,NA,4,NZ River Lines,1,NA,1.22,0.2,Modelled Flow Data Used,8
CLS,1985,100,4.9,1.6,2,1,5,1,1,2,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2008,150,1.98,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
MS,2000,200,6.63,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2006,470,43.12,2,2,1,3,3,2,2,Soil Type Not Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,2006,470,950.43,2,2,1,3,3,2,2,Soil Type Not Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,2015,310,8.54,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1969,200,4.2,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2006,310,0.99,2.18,2,1,5,3,3,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Place Of Historic Heritage - Coronation Bridge,1,NA,1,0.2,Modelled Flow Data Used,8
MS,2002,100,5.44,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1950,760,51.22,2.46,2,2,5,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.17,3,3,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Diameter Used for Flow Approximation,8
CLS,1977,150,1.98,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2009,150,2.23,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1966,310,0.57,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2011,150,0.53,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1973,470,51.03,2.46,2,2,5,1,3,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,2002,550,274.99,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1990,310,1.24,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1960,310,46.16,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1983,310,198.3,2,2,1,3,3,2,2,Soil Type Available & Modelled Pressure Available,2.96,3,5,1,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.6,0.2,Modelled Flow Data Used,8
